XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/Publisher Type,Description/Summary,FedoraCollection,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,DateAttribute,DateCreated,OriginalBroadcastDate,Century,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,Language,TopicalSubject,GeographicalSubject,CorpSubject,PersonalSubject
UMDM,,,,,MAD 057,,,,,,,,,,,"Madrigal Singers, NBC radio ""Voices of Christmas,"" December 17, 1965",Voices of Christmas NBC radio,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1965-12-17,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum,yes,,,,,
UMAM,,,,,MAD 057,scpa-023153-0001,00:27:36,00:27:36,,George Blood Audio Video,,2013-09-24,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 058,,,,,,,,,,,"Madrigal Singers, Christmas Concert, ""An Olde English Christmas,"" on WRC, December 1967",Madrigal Singers: An Olde Engligh Christmas WRC Christmas 1967,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1967-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; original recording is hot and Audition detects 152 possible clips; normalized the sound level of the derivatives at -3 dB,yes,,,,,
UMAM,,,,,MAD 058,scpa-023154-0001,00:27:23,00:27:23,,George Blood Audio Video,,2013-09-24,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 059,,,,,,,,,,,"Madrigal Singers, Christmas Concert, ""An Olde English Christmas,"" on WRC, December 1967",Madrigal Singers: An Olde Engligh Christmas WRC Christmas 1967,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1967-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,drop outs throughout recording; wow at beginning of recording; missing five-second buffer at beginning and end of recording,yes,,,,,
UMAM,,,,,MAD 059,scpa-023155-0001,00:26:31,00:26:31,,George Blood Audio Video,,2013-09-24,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 060,,,,,,,,,,,"Madrigal Singers, Christmas Concert, ""An Olde English Christmas,"" on WRC, part 1 of 2, December 1967",Madrigal Singers: An Olde English Christmas WRC Christmas 1967 Part 1 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1967-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,"hiss; interstitial errors at 00:00:54, 00:04:15, 00:11:51, 00:12:16, 00:13:55, and 00:25:03",yes,,,,,
UMAM,,,,,MAD 060,scpa-023156-0001,00:31:18,00:31:18,,George Blood Audio Video,,2013-09-24,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 061,,,,,,,,,,,"Madrigal Singers, Christmas Concert, ""An Olde English Christmas,"" on WRC, part 2 of 2, December 1967",Madrigal Singers: An Olde English Christmas WRC Christmas 1967 Part 2 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1967-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 061,scpa-023157-0001,00:21:46,00:21:46,,George Blood Audio Video,,2013-09-24,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 062,,,,,,,,,,,"Madrigal Singers, Radio Tunis RMG interview, 1964",Maryland Singers: Radio Broadcast Tunis Interview RMG ,,,Madrigal Singers,corpName,University of Maryland,corpName,Interview on the beginnings of the Madrigal Singers. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1964,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Tunisia,Tunis,,beginning cut off; distortion; hiss; pops and clicks,yes,,,,,
UMAM,,,,,MAD 062,scpa-023158-0001,00:18:22,00:18:22,,George Blood Audio Video,,2013-09-24,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 063,,,,,,,,,,,"Madrigal Singers, Christmas Concert,""Noels Through Art and Song,"" WRC and NBC, 1962",Madrigal Singers - Noels Through Art and Song WRC & NBC 1962,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1962,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning cut off; hiss; pops and clicks; end cut off,yes,,,,,
UMAM,,,,,MAD 063,scpa-023159-0001,00:30:12,00:30:12,,George Blood Audio Video,,2013-09-24,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 064,,,,,,,,,,,"Madrigal Singers, Christmas Concert, December 5, 1971",Madrigal Singers Christmas Concert,,,Madrigal Singers,corpName,University of Maryland,corpName,Program inside case.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1971-12-05,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning and end cut off; interstitial error at 00:46:45 in first file; ,yes,,,,,
UMAM,,,,,MAD 064,scpa-023160-0001,00:47:17,00:47:17,,George Blood Audio Video,,2013-09-13,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 064,scpa-023160-0002,00:09:38,00:09:38,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 065,,,,,,,,,,,"Madrigal Singers at Howard University, part 1, summer 1963",Howard Part 1,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,District of Columbia,Washington,,hiss; right channel is much stronger than the left channel,yes,,,,,
UMAM,,,,,MAD 065,scpa-023161-0001,00:32:09,00:32:09,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 066,,,,,,,,,,,"Madrigal Singers, radio, part 2, undated",Radio Part II,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 066,scpa-023162-0001,00:27:48,00:27:48,,George Blood Audio Video,,2013-09-24,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 067,,,,,,,,,,,"Madrigal Singers, undated",Madrigal Singers (Wed. Mono?),,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,original recording is hot and distorted; occasional pops from recorder being turned off and on,yes,,,,,
UMAM,,,,,MAD 067,scpa-023163-0001,00:12:48,00:12:48,,George Blood Audio Video,,2013-09-24,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 068,,,,,,,,,,,"Madrigal Singers, ""Today Christ is Born,"" 1966","Madrigal Singers 1966 ""Today Christ is Born""",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1966,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 068,scpa-023164-0001,00:23:57,00:23:57,,George Blood Audio Video,,2013-09-24,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 069,,,,,,,,,,,"Madrigal Singers, WBAL, Christmas Carolers, March 23, 1961",WBAL Christmas Carolers,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1961-03-23,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; drop outs,yes,,,,,
UMAM,,,,,MAD 069,scpa-023165-0001,00:28:06,00:28:06,,George Blood Audio Video,,2013-09-24,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 070,,,,,,,,,,,"Madrigal Singers, ""A Time to be Born,"" copy, undated","Madrigal ""A ---- is Born"" Dubb",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,interstitial errors at 00:10:37 and 00:10:41,yes,,,,,
UMAM,,,,,MAD 070,scpa-023166-0001,00:22:26,00:22:26,,George Blood Audio Video,,2013-09-24,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 071,,,,,,,,,,,"Madrigal Singers, ""A Time to be Born,"" undated",Madrigal A Time to be Born,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,,yes,,,,,
UMAM,,,,,MAD 071,scpa-023167-0001,00:22:25,00:22:25,,George Blood Audio Video,,2013-09-24,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 072,,,,,,,,,,,"Madrigal Singers, copy, undated",Madrigals Dubb,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,,yes,,,,,
UMAM,,,,,MAD 072,scpa-023168-0001,00:25:43,00:25:43,,George Blood Audio Video,,2013-09-26,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 073,,,,,,,,,,,"Madrigal Singers, Spring Concert, part 1 of 2, April 24, 1962",Madrigal Singers Concert Part 1 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,Program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-04-24,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 073,scpa-023169-0001,00:30:22,00:30:22,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 074,,,,,,,,,,,"Madrigal Singers, Spring Concert, part 2 of 2, April 24, 1962",Madrigal Singers Concert Part 2 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,"Program attached to Part 1, MAD 073.",Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-04-24,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,"hiss; pops and clicks; same audio as MAD 073, only the audio levels are higher; technician's notes say this should have a duration of 00:31:34, but it is 00:30:23, nearly the same as MAD 073",yes,,,,,
UMAM,,,,,MAD 074,scpa-023170-0001,00:31:25,00:31:25,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 075,,,,,,,,,,,"Madrigal Singers, ""The Story of Christmas,"" December 13, 1961",Madrigal Singers in the Story of Christmas,,,Madrigal Singers,corpName,University of Maryland,corpName,Program inside case.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1961-12-13,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning cut off; first few seconds are in mono; ,yes,,,,,
UMAM,,,,,MAD 075,scpa-023171-0001,00:29:52,00:29:52,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 076,,,,,,,,,,,"Madrigal Singers, Margaret Hillis choral workshop, part 1 of 2, summer 1961",Choral Workshop Margaret Hillis Part 1 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1961,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,muffled sound; hum; beginning and end of second file cut off,yes,,,,,
UMAM,,,,,MAD 076,scpa-023172-0001,01:04:39,01:04:39,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 076,scpa-023172-0002,00:53:19,00:53:19,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 077,,,,,,,,,,,"Madrigal Singers, Margaret Hillis choral workshop, part 2 of 2, summer 1961",Choral Workshop Margaret Hillis Part 2 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1961,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum,yes,,,,,
UMAM,,,,,MAD 077,scpa-023173-0001,01:04:59,01:04:59,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 078,,,,,,,,,,,"Madrigal Singers, Spring Concert, part 1 of 3, April 24, 1962",Concert: Madrigal Singers Part 1 of 3,,,Madrigal Singers,corpName,University of Maryland,corpName,Program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-04-24,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 078,scpa-023174-0001,00:31:22,00:31:22,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 079,,,,,,,,,,,"Madrigal Singers, Spring Concert, part 2 of 3, April 24, 1962",Concert: Madrigal Singers Part 2 of 3,,,Madrigal Singers,corpName,University of Maryland,corpName,"Program attached to Part 1, MAD 078.",Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-04-24,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,,yes,,,,,
UMAM,,,,,MAD 079,scpa-023175-0001,00:01:21,00:01:21,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 080,,,,,,,,,,,"Madrigal Singers, Spring Concert, part 3 of 3, April 24, 1962",Concert: Madrigal Singers Part 3 of 3,,,Madrigal Singers,corpName,University of Maryland,corpName,"Program attached to Part 1, MAD 078.",Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-04-24,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,interstitial error at 00:07:50; end cut off,yes,,,,,
UMAM,,,,,MAD 080,scpa-023176-0001,00:32:14,00:32:14,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 081,,,,,,,,,,,"Madrigal Singers, State Department tour, Beirut, Lebanon, Channel 11 television, part 2, undated",Maryland Singers- State Dept. Tour Beirut: Canal 11 Television Part II,,,Madrigal Singers,corpName,University of Maryland,corpName,Several programs attached.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Lebanon,Beirut,,hiss; distortion; hum,yes,,,,,
UMAM,,,,,MAD 081,scpa-023177-0001,00:29:00,00:29:00,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 082,,,,,,,,,,,"Madrigal Singers, selected Christmas carols, 1961-1962",Madrigal Singers - Christmas Carols Selected 1961 & 1962 (22 min),,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",range,1961-1962,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,low levels from 00:20:14 - 00:22:16,yes,,,,,
UMAM,,,,,MAD 082,scpa-023178-0001,00:22:26,00:22:26,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 083,,,,,,,,,,,"University Club presents Madrigal Singers, April 28, 1961",University Club Presents University of Maryland Madrigal Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,Program inside case.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1961-04-28,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning and end cut off,yes,,,,,
UMAM,,,,,MAD 083,scpa-023179-0001,00:29:11,00:29:11,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 084,,,,,,,,,,,"Madrigal Singers at student union auditorium, April 19, 1961",Madrigal Singers - Student Union Auditorium,,,Madrigal Singers,corpName,University of Maryland,corpName,Program inside case.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1961-04-19,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,"hiss; hum; end cut off of first file; second file affected by hiss, hum, distortion, buzz, as well as low levels for first three minutes, which was normalized separately at -1 dB to increase the gain",yes,,,,,
UMAM,,,,,MAD 084,scpa-023180-0001,00:26:48,00:26:48,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 084,scpa-023180-0002,00:13:09,00:13:09,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 085,,,,,,,,,,,"Madrigal Singers at Fine Arts Day, May 14, 1961",Fine Arts Day ,,,Madrigal Singers,corpName,University of Maryland,corpName,Program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1961-05-14,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning cut off; hiss; hum; silent section from 00:10:03 - 00:12:47 reduced to 30 seconds in derivatives,yes,,,,,
UMAM,,,,,MAD 085,scpa-023181-0001,00:28:56,00:28:56,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 085,scpa-023181-0002,00:26:41,00:26:41,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
